房源标题,链接,户型,面积,房屋朝向,装修形式,小区名称,地址,关注度,总价,单价,图片路径
地震局小区正规三房，南北通透三面采光，中高楼层,https://xm.lianjia.com/ershoufang/105114899979.html,3室1厅,66.59平米,南 北,简装,岑东路,集美文教区,1人关注 / 8个月以前发布,195,"29,284元/平",images\house_43_17.jpg
龙湖嘉屿城123平 自住精装修 通透采光好,https://xm.lianjia.com/ershoufang/105115050828.html,3室2厅,123平米,南 北,精装,龙湖嘉屿城,灌口,0人关注 / 7个月以前发布,255,"20,732元/平",images\house_43_18.jpg
电梯高层 视野开阔 精装三房  南北通,https://xm.lianjia.com/ershoufang/105110121054.html,3室2厅,90.2平米,南 北,精装,海景明珠,集美文教区,7人关注 / 一年前发布,445,"49,335元/平",images\house_43_19.jpg
世茂御海墅 4室1厅 东南 西,https://xm.lianjia.com/ershoufang/105116539658.html,4室1厅,173.24平米,东南 西,毛坯,世茂御海墅,翔安新城,0人关注 / 1个月以前发布,1000,"57,724元/平",images\house_43_20.jpg
生活区临地铁，延奎边上电梯2房总价低...,https://xm.lianjia.com/ershoufang/105105485068.html,2室1厅,38.4平米,南,精装,海沧娱乐城,海沧生活区,38人关注 / 一年前发布,128,"33,334元/平",images\house_43_21.jpg
业主诚售 空户 3房2厅，拎包入住，南北通透，好装电梯,https://xm.lianjia.com/ershoufang/105113806764.html,3室2厅,84平米,南 北,简装,通仕达小区,莲花,0人关注 / 一年前发布,465,"55,358元/平",images\house_43_22.jpg
华玺三房，采光好，小区舒适，配套齐全方便,https://xm.lianjia.com/ershoufang/105112600983.html,3室1厅,83.57平米,西南,精装,华玺,马銮湾东,0人关注 / 一年前发布,243,"29,078元/平",images\house_43_23.jpg
永升新城二期中庭五房经典楼中楼用300平诚意出售888万,https://xm.lianjia.com/ershoufang/105110732690.html,5室2厅,202.75平米,南,精装,永升新城,湖里大道,1人关注 / 一年前发布,788,"38,866元/平",images\house_43_24.jpg
金鸡亭双阳台出售 低价首付 价格美丽 采光好,https://xm.lianjia.com/ershoufang/105110701316.html,2室2厅,77.18平米,东 西,精装,金鸡亭花园小区东区,金鸡亭,18人关注 / 一年前发布,360,"46,645元/平",images\house_43_25.jpg
曾营片区华铃二期中高层海景房。,https://xm.lianjia.com/ershoufang/105114971099.html,2室1厅,62.95平米,南 北,精装,华铃花园,杏东,1人关注 / 7个月以前发布,149,"23,670元/平",images\house_43_26.jpg
豪峰大厦 电梯三房 2004房子,https://xm.lianjia.com/ershoufang/105113834987.html,3室2厅,94.14平米,东南,简装,豪峰大厦,江头,0人关注 / 一年前发布,468,"49,714元/平",images\house_43_27.jpg
龙昌里居住区 2室1厅 南 北,https://xm.lianjia.com/ershoufang/105114675296.html,2室1厅,81.24平米,南 北,精装,龙昌里居住区,莲花,1人关注 / 8个月以前发布,455,"56,007元/平",images\house_43_28.jpg
文教区少有中间楼层还是框架结构的房源，适合居住,https://xm.lianjia.com/ershoufang/105111898327.html,2室1厅,68.11平米,南 北,简装,四季芳园,集美文教区,0人关注 / 一年前发布,202,"29,658元/平",images\house_43_29.jpg
文教区一楼带庭院 南北通透 拎包入住,https://xm.lianjia.com/ershoufang/105114682697.html,3室1厅,81.42平米,南 北,精装,集美中心花园,集美文教区,1人关注 / 8个月以前发布,350,"42,987元/平",images\house_44_0.jpg
精装3房 高层看湖 配套完善彩光良好,https://xm.lianjia.com/ershoufang/105110591060.html,3室2厅,87.11平米,南,精装,世茂璀璨天城一期,集美新城,2人关注 / 一年前发布,440,"50,511元/平",images\house_44_1.jpg
楼层好，视野宽阔，采光，通风性好，诚意出售,https://xm.lianjia.com/ershoufang/105116158107.html,4室1厅,129.98平米,东南,精装,华玺,马銮湾东,0人关注 / 3个月以前发布,340,"26,158元/平",images\house_44_2.jpg
莲花 禹州花园两房两厅 客厅带阳台朝南 南北通透,https://xm.lianjia.com/ershoufang/105113203041.html,2室2厅,77.16平米,南 北,简装,禹洲花园一期,莲花,1人关注 / 一年前发布,400,"51,841元/平",images\house_44_3.jpg
户型通透全明格局，业主诚意出售，随时可看房,https://xm.lianjia.com/ershoufang/105115182660.html,3室1厅,110.88平米,西南,精装,万科城一期,马銮湾东,0人关注 / 6个月以前发布,299,"26,967元/平",images\house_44_4.jpg
地铁口 精装三房 业主诚意出售,https://xm.lianjia.com/ershoufang/105112070948.html,3室1厅,98.32平米,北,精装,新城际广场一期,厦门北站商业区,0人关注 / 一年前发布,220,"22,376元/平",images\house_44_5.jpg
明厨明卫 户型方正 采光好 房间通透,https://xm.lianjia.com/ershoufang/105110815155.html,3室2厅,86.47平米,东南,精装,禹洲高尔夫,马銮湾东,1人关注 / 一年前发布,199,"23,014元/平",images\house_44_6.jpg
马銮湾标准一房一厅，宜自住、单身！,https://xm.lianjia.com/ershoufang/105111950861.html,1室1厅,48.15平米,南,精装,华玺,马銮湾东,0人关注 / 一年前发布,188,"39,045元/平",images\house_44_7.jpg
龙湖嘉屿城，产权133.22平，东南朝向四房，产权满五年,https://xm.lianjia.com/ershoufang/105111583740.html,4室2厅,133.22平米,南,简装,龙湖嘉屿城,灌口,1人关注 / 一年前发布,325,"24,396元/平",images\house_44_8.jpg
高层通透大两房碧水芳庭标准精装直接入住,https://xm.lianjia.com/ershoufang/105116074769.html,2室2厅,81.74平米,东南,简装,碧水芳庭,海沧生活区,1人关注 / 3个月以前发布,228,"27,894元/平",images\house_44_9.jpg
杏林老城区大三房，生活配套齐全，独立使用30平大院子,https://xm.lianjia.com/ershoufang/105114959234.html,3室1厅,92.69平米,南,简装,杏林东路,杏东,2人关注 / 7个月以前发布,183,"19,744元/平",images\house_44_10.jpg
满2年，配套齐全，  交通便利,https://xm.lianjia.com/ershoufang/105106562171.html,3室2厅,156.32平米,南 北,简装,华昌小区,南山路,8人关注 / 一年前发布,580,"37,104元/平",images\house_44_11.jpg
乐安花园110经典大三房，小区停车方便，户型方正,https://xm.lianjia.com/ershoufang/105114883048.html,3室2厅,115.49平米,南 北,精装,乐安花园,集美文教区,1人关注 / 8个月以前发布,340,"29,440元/平",images\house_44_12.jpg
空间大 采光好 户型通透 业主诚意卖房,https://xm.lianjia.com/ershoufang/105112895347.html,2室1厅,74.97平米,南 北,精装,富佳苑,海沧生活区,0人关注 / 一年前发布,215,"28,679元/平",images\house_44_13.jpg
新翔市直属电梯房精装2房边套全明格局汇景商圈,https://xm.lianjia.com/ershoufang/105113944221.html,2室2厅,62.8平米,北,精装,东方新城二期,新店,0人关注 / 11个月以前发布,130,"20,701元/平",images\house_44_14.jpg
海投自贸城 2室2厅 南 北,https://xm.lianjia.com/ershoufang/105116451618.html,2室2厅,69.47平米,南 北,精装,海投自贸城,角嵩路,2人关注 / 2个月以前发布,131,"18,858元/平",images\house_44_15.jpg
马銮湾 地铁口  复式楼中楼 满二免个税 诚意出售,https://xm.lianjia.com/ershoufang/105112328864.html,4室2厅,137.76平米,东南,毛坯,厦门院子泰禾首玺A区,马銮湾中心片区,0人关注 / 一年前发布,360,"26,133元/平",images\house_44_16.jpg
泰禾厦门院子楼中楼大露台，精装4房,https://xm.lianjia.com/ershoufang/105111560565.html,4室1厅,142.4平米,南,精装,厦门院子泰禾首玺A区,马銮湾中心片区,2人关注 / 一年前发布,495,"34,762元/平",images\house_44_17.jpg
泰地海西 沿海一排 精装高层海景 单价低 户型方正,https://xm.lianjia.com/ershoufang/105107703885.html,5室2厅,241.91平米,东南,精装,泰地海西中心,海沧区政府,4人关注 / 一年前发布,419,"17,321元/平",images\house_44_18.jpg
莲前瑞景忠仑公园洪山柄小区大三房出售,https://xm.lianjia.com/ershoufang/105106197126.html,3室2厅,122.2平米,南 北,精装,洪山柄北区,瑞景,60人关注 / 一年前发布,526,"43,045元/平",images\house_44_19.jpg
空间设计合理，近软三厦外校区，地铁沿线,https://xm.lianjia.com/ershoufang/105108902428.html,4室2厅,98.46平米,东南,简装,中交和美新城一期,集美新城,4人关注 / 一年前发布,470,"47,736元/平",images\house_44_20.jpg
19年婚房精装 客厅带阳台 全明户型 诚意出售,https://xm.lianjia.com/ershoufang/105109935309.html,2室1厅,76.37平米,东 北,精装,金鸡亭小区西区,金鸡亭,35人关注 / 一年前发布,309,"40,461元/平",images\house_44_21.jpg
正规楼中楼 可以做两套居住 业主自己装修,https://xm.lianjia.com/ershoufang/105112993693.html,5室1厅,213.69平米,南 北,简装,云景花园,瑞景,0人关注 / 一年前发布,1180,"55,221元/平",images\house_44_22.jpg
中山路步行街 精装修 单身公寓  省优民立 壹雙,https://xm.lianjia.com/ershoufang/105114976692.html,1室0厅,42.57平米,南,精装,南中广场,中山路,0人关注 / 7个月以前发布,272,"63,895元/平",images\house_44_23.jpg
高楼层 采光充足  海沧大道旁 泰地海西 一线海景 。,https://xm.lianjia.com/ershoufang/105112621701.html,3室2厅,172.34平米,南 北,精装,泰地海西中心,海沧区政府,0人关注 / 一年前发布,360,"20,889元/平",images\house_44_24.jpg
尊海高楼层3房 户型方正 视野开阔 满五,https://xm.lianjia.com/ershoufang/105115122731.html,3室2厅,92.34平米,西南,简装,禹洲尊海,海沧体育中心,0人关注 / 7个月以前发布,339,"36,713元/平",images\house_44_25.jpg
带电梯小高层 单身公寓 高楼层 业主诚售,https://xm.lianjia.com/ershoufang/105113532778.html,1室1厅,34.05平米,西,精装,未来海岸蓝水郡,海沧体育中心,0人关注 / 一年前发布,145,"42,585元/平",images\house_44_26.jpg
海沧生活区精装地铁大两房，拎包入住诚意出售！,https://xm.lianjia.com/ershoufang/105114896195.html,2室1厅,89.36平米,南,精装,鑫茂花园,海沧生活区,2人关注 / 8个月以前发布,248,"27,753元/平",images\house_44_27.jpg
莲花片区地铁口旁3房仅售508万,https://xm.lianjia.com/ershoufang/105114799570.html,3室2厅,97.12平米,南 北,精装,建群花园,莲花,0人关注 / 8个月以前发布,499,"51,380元/平",images\house_44_28.jpg
华论国际大厦位于翔安商务。交通便利，商圈繁华人流聚,https://xm.lianjia.com/ershoufang/105115537931.html,2室2厅,44.46平米,南,精装,华论国际大厦,翔安新城,1人关注 / 5个月以前发布,74.8,"16,825元/平",images\house_44_29.jpg
带电梯小高层 单身公寓 高楼层 业主诚售,https://xm.lianjia.com/ershoufang/105113532778.html,1室1厅,34.05平米,西,精装,未来海岸蓝水郡,海沧体育中心,0人关注 / 一年前发布,145,"42,585元/平",images\house_45_0.jpg
产权满五年，中高层通透户型，两梯四户，精装大三房,https://xm.lianjia.com/ershoufang/105110057899.html,3室2厅,132.65平米,东南,简装,天湖城,海沧区政府,1人关注 / 一年前发布,438,"33,020元/平",images\house_45_1.jpg
瑞景洪文云顶好楼层02东南北三面采光户型，毛坯随时看,https://xm.lianjia.com/ershoufang/105115431297.html,4室2厅,263.35平米,东 南 北,毛坯,云顶至尊,瑞景,0人关注 / 6个月以前发布,1433,"54,415元/平",images\house_45_2.jpg
19年婚房精装 客厅带阳台 全明户型 诚意出售,https://xm.lianjia.com/ershoufang/105109935309.html,2室1厅,76.37平米,东 北,精装,金鸡亭小区西区,金鸡亭,35人关注 / 一年前发布,309,"40,461元/平",images\house_45_3.jpg
潇湘大厦 5室3厅 东,https://xm.lianjia.com/ershoufang/105106998097.html,5室3厅,160.36平米,东,精装,潇湘大厦,松柏,5人关注 / 一年前发布,988,"61,612元/平",images\house_45_4.jpg
区政府 东城合院 朝南精装复式两房 保养好 看房方便,https://xm.lianjia.com/ershoufang/105113240735.html,2室2厅,67.59平米,南,精装,东城合院,新店,0人关注 / 一年前发布,199,"29,443元/平",images\house_45_5.jpg
首开领翔上郡自主精装修南北通透三房,https://xm.lianjia.com/ershoufang/105116159575.html,3室2厅,118平米,南 北,精装,首开领翔上郡三期,新店,0人关注 / 3个月以前发布,285,"24,153元/平",images\house_45_6.jpg
三面采光，全明结构，海景房，业主精心装修,https://xm.lianjia.com/ershoufang/105111930557.html,4室2厅,146.35平米,南 西 北,简装,江山帝景,会展中心,3人关注 / 一年前发布,980,"66,963元/平",images\house_45_7.jpg
中航城国际社区C区 4室1厅 东南,https://xm.lianjia.com/ershoufang/105116265057.html,4室1厅,132.16平米,东南,精装,中航城国际社区C区,集美新城,0人关注 / 2个月以前发布,500,"37,833元/平",images\house_45_8.jpg
小区少有户型 温馨入住 欢迎品鉴,https://xm.lianjia.com/ershoufang/105107981137.html,5室1厅,109.26平米,南 北,精装,禹洲尊海,海沧体育中心,0人关注 / 一年前发布,518,"47,410元/平",images\house_45_9.jpg
住一套二房租一套二房总价336万,https://xm.lianjia.com/ershoufang/105114922526.html,4室2厅,82.18平米,南 北,精装,怡景花园,湖里大道,2人关注 / 7个月以前发布,300,"36,506元/平",images\house_45_10.jpg
华论国际大厦位于翔安商务。交通便利，商圈繁华人流聚,https://xm.lianjia.com/ershoufang/105115537931.html,2室2厅,44.46平米,南,精装,华论国际大厦,翔安新城,1人关注 / 5个月以前发布,74.8,"16,825元/平",images\house_45_11.jpg
马銮湾新城东区，业主诚意出售，正规精装修三房。,https://xm.lianjia.com/ershoufang/105113158381.html,3室1厅,83平米,西南,简装,华玺,马銮湾东,0人关注 / 一年前发布,248,"29,880元/平",images\house_45_12.jpg
自住精装 边套大四房 楼栋位置好 保养新,https://xm.lianjia.com/ershoufang/105115758061.html,4室2厅,129.25平米,东南 西北,精装,龙湖春江郦城一期,杏北,0人关注 / 4个月以前发布,538,"41,625元/平",images\house_45_13.jpg
集美新城 厦门外国语分校 68平经典2房  高楼层,https://xm.lianjia.com/ershoufang/105114436761.html,2室2厅,68平米,南,精装,中航城国际社区C区,集美新城,0人关注 / 9个月以前发布,257,"37,795元/平",images\house_45_14.jpg
集美新城 中航城A区  复试大四房  南北向  一线湖景,https://xm.lianjia.com/ershoufang/105115628841.html,4室2厅,144.14平米,南 北,精装,中航城A区,杏锦路,0人关注 / 5个月以前发布,513,"35,591元/平",images\house_45_15.jpg
精装2房、居家楼层、看湖景、通透户型,https://xm.lianjia.com/ershoufang/105115801604.html,2室1厅,69.02平米,东 西,精装,莲岳里小区西区,松柏,0人关注 / 4个月以前发布,470,"68,097元/平",images\house_45_16.jpg
房不靠路，好楼层，看中庭，诚意出售,https://xm.lianjia.com/ershoufang/105115470049.html,1室1厅,25.53平米,南,简装,欣家园,殿前,2人关注 / 5个月以前发布,90,"35,253元/平",images\house_45_17.jpg
二市 美仁前社 低总价 精装修2房 业主诚售,https://xm.lianjia.com/ershoufang/105114872610.html,2室1厅,48.86平米,南,精装,美仁前社,禾祥西路,5人关注 / 8个月以前发布,255,"52,190元/平",images\house_45_18.jpg
集美新城，复式精装三房，高使用看湖景，位置安静,https://xm.lianjia.com/ershoufang/105109748236.html,3室2厅,121.55平米,西南,精装,中航城国际社区C区,集美新城,7人关注 / 一年前发布,490,"40,313元/平",images\house_45_19.jpg
